"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","sequencing","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tol_id","genus","family","order","class","phylum","kingdom","superkingdom","assembly_level","biosample","scaffold_n50","assembly_type","contig_n50","gene_count","assembly_date","busco_completeness","gc_percent","mitochondrion_assembly_span","c_value","genome_size","genome_size_kmer","genome_size_draft","chromosome_number","haploid_number","ploidy","insdc_open","published","sequencing_status","Name","Annotation.Release","Freeze.Date","Release.Date","Common.name","Taxon.ID","Ensembl.Assembly","Accession","Genebuild.Method","Variation.database","Regulation.database","common_name","genome_match","species_genome","divergence_mya_adj","...31","taxon_rank","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","fibro2","to_process","order2","selected"
"Ovis aries musimon","Ovis aries","musimon",NA,NA,"NA",3,"F/F/F","Mammalia","Fibro",NA,"X","X",NA,NA,"Tissue",NA,"Ovis_aries","9940","Ovis laristanica","mOviAri","Ovis","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMEA104496890;SAMEA3146279;SAMN00116405;SAMN13678651;SAMN17088352;SAMN17575729;SAMN18719720;SAMN18719831;SAMN19573257;SAMN23102564;SAMN23392243;SAMN23421197;SAMN23436134;SAMN23438304;SAMN23482416;SAMN23486030;SAMN23487767;SAMN23488169;SAMN23488219;SAMN23488945;SAMN23489205;SAMN27682982;SAMN27685148",101274418,NA,43178051,33801,"2021-02-03",NA,NA,16616,3.30078125,3227400000,NA,NA,54,27,2,"PRJEB3141;PRJEB7436;PRJNA169880;PRJNA412242;PRJNA414087;PRJNA597576;PRJNA675594;PRJNA685905;PRJNA721520;PRJNA721526;PRJNA744239;PRJNA744240;PRJNA745171;PRJNA780104;PRJNA782680;PRJNA783179;PRJNA783516;PRJNA783537;PRJNA784330;PRJNA784357;PRJNA784366;PRJNA784371;PRJNA784376;PRJNA784396;PRJNA784413;PRJNA788213;PRJNA788214;PRJNA788570;PRJNA788571;PRJNA788665;PRJNA788666;PRJNA788671;PRJNA788672;PRJNA788675;PRJNA788676;PRJNA788679;PRJNA788680;PRJNA788687;PRJNA788688;PRJNA788696;PRJNA788697;PRJNA788701;PRJNA788702;PRJNA788704;PRJNA788705;PRJNA788711;PRJNA788712;PRJNA791175;PRJNA791176;PRJNA791354;PRJNA791355;PRJNA791356;PRJNA791357;PRJNA791358;PRJNA791360;PRJNA791364;PRJNA791366;PRJNA791367;PRJNA791368;PRJNA791369;PRJNA791370;PRJNA797009;PRJNA829895;PRJNA830299;PRJNA830545;PRJNA830546;PRJNA830606;PRJNA830607;PRJNA832761;PRJNA839394;PRJNA945429",NA,"insdc_open","sheep","104.0","2021/06/18 00:00:00","2021/07/03 00:00:00","Sheep",9940,"Oar_rambouillet_v1.0","GCA_002742125.1","Full genebuild","Y","-","Mouflon,Sheep","species","Ovis aries",1e-4,NA,NA,FALSE,TRUE,TRUE,3,3,3,0,0,TRUE,30,"Both",1,3,2,"Artiodactyla",TRUE
"Bison bison","Bison bison",NA,NA,NA,"NEAR THREATENED",3,"F/M/M","Mammalia","No cell line",NA,"X",NA,NA,NA,"Tissue",NA,"Bison_bison","9901","Bison bison septemtrionalis","mBisBis","Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN02947321",7192658,NA,19971,NA,"2023-04-03",NA,NA,16319,4.8984375,4792200000,NA,NA,60,30,2,"PRJNA257088",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American bison,Buffalo","species","Bison bison",1e-4,NA,NA,TRUE,TRUE,TRUE,3,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Hippopotamus amphibius","Hippopotamus amphibius",NA,NA,"II","VULNERABLE",1,"M","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Hippopotamus_amphibius","9833","Hippopotamus incognitus","mHipAmp","Hippopotamus","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN07206988;SAMN07678089;SAMN24113485;SAMN33342074",141669128,NA,49478000,NA,"2023-04-03",95.2,NA,16407,3.189453125,3041580000,NA,NA,36,18,2,"EBP;PRJNA389773;PRJNA399399;PRJNA780357;PRJNA936167;PRJNA936168;PRJNA972732;VGP;ZOONOMIA",NA,"published",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hippopotamus,hippopotamus","species","Hippopotamus amphibius",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Tursiops truncatus","Tursiops truncatus",NA,NA,"II","LEAST CONCERN",1,"F","Mammalia","Fibro","X","X",NA,"X",NA,"Tissue",NA,"Tursiops_truncatus","9739","Tursio compressicauda","mTurTru","Tursiops","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN00000070;SAMN06114300;SAMN09426418;SAMN12326775",108430135,NA,9729386,28904,"2020-03-27",89,NA,16388,3.150390625,3080700000,NA,NA,44,22,2,"EBP;PRJNA167910;PRJNA170427;PRJNA20367;PRJNA356464;PRJNA476133;PRJNA478376;PRJNA561884;PRJNA561885;PRJNA562249;PRJNA608726;VGP",NA,"insdc_open","common bottlenose dolphin","102.0","2020/04/20 00:00:00","2020/04/27 00:00:00","Dolphin",9739,"turTru1","-","Projection build","-","-","Bottlenose dolphin","species","Tursiops truncatus",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Delphinapterus leucas","Delphinapterus leucas",NA,NA,"II","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"x",NA,NA,NA,"Tissue",NA,"Delphinapterus_leucas","9749","Delphinus vermontana","mDelLeu","Delphinapterus","Monodontidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN06216270;SAMN12238539;SAMN12242088;SAMN32779554;SAMN33394026;SAMN33394065",31183418,NA,196689,27561,"2019-08-29",90.7,NA,16386,3.2890625,3217620000,NA,NA,44,22,2,"PRJNA360851;PRJNA553680;PRJNA925093",NA,"insdc_open","beluga whale","101.0","2019/09/06 00:00:00","2019/09/16 00:00:00","Beluga whale",9749,"ASM228892v3","GCA_002288925.3","Full genebuild","-","-","Beluga Whale,Beluga","species","Delphinapterus leucas",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Megaptera novaeangliae","Megaptera novaeangliae",NA,NA,NA,"LEAST CONCERN",1,"U","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Megaptera_novaeangliae","9773","Rorqualus australis","mMegNov","Megaptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN10585801",9138802,NA,12321,NA,"2019-03-06",NA,NA,16398,2.9296875,2865540000,NA,NA,44,22,2,"PRJNA509641",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humpback Whale,Humpback whale","species","Megaptera novaeangliae",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Delphinus delphis","Delphinus delphis",NA,NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Delphinus_delphis","9728","Delphinus vulgaris","mDelDel","Delphinus","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMEA111380534;SAMN31882277",108933991,NA,54231611,NA,"2023-05-24",NA,NA,16384,3.150390625,3080700000,NA,NA,44,22,2,"DTOL;EBP;ERGA;PRJEB60667;PRJEB61571;PRJEB61572;PRJNA903213;VGP",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Dolphin,Common dolphin","species","Delphinus delphis",1e-4,NA,NA,FALSE,TRUE,FALSE,1,0,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Muntiacus reevesi","Muntiacus reevesi",NA,NA,"-","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"X",NA,NA,NA,NA,NA,"Muntiacus_reevesi","9886","Muntiacus reevesi","mMunRee","Muntiacus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN08714475;SAMN11611988;SAMN15339013",113316579,NA,18600000,26044,"2021-10-05",NA,NA,16354,2.990234375,2924220000,NA,NA,46,23,2,"PRJNA438286;PRJNA542137;PRJNA640966",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muntiacus reevesi,Reeve's Muntjac","species","Muntiacus reevesi",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Phacochoerus africanus","Phacochoerus africanus",NA,NA,"-","LEAST CONCERN",4,"M/F/F","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Phacochoerus_africanus","41426","Sus africanus","mPhaAfr","Phacochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN15809474;SAMN17293408",141887063,NA,10602503,27929,"2021-02-19",95.6,NA,16719,2.94921875,2885100000,NA,NA,34,17,2,"PRJNA656957;PRJNA691462",NA,"insdc_open","Common warthog","GCF_016906955.1-RS_2023_03","2023/03/03 00:00:00","2023/03/05 00:00:00",NA,NA,NA,NA,NA,NA,NA,"Warthog,Common warthog","species","Phacochoerus africanus",1e-4,NA,NA,FALSE,TRUE,TRUE,4,4,4,0,0,TRUE,30,"Both",1,4,2,"Artiodactyla",TRUE
"Tragelaphus spekii","Tragelaphus spekii",NA,"Bovinae","III?","LEAST CONCERN",2,"-/-","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue (placenta/ombelical cordon)",NA,"Tragelaphus_spekii","69297","Tragelaphus spekii","mTraEur","Tragelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Contig","SAMEA13301202;SAMN08714502",21206903,NA,21206903,NA,"2022-03-28",NA,NA,16349,3.939453125,3853320000,NA,NA,32,15,2,"PRJEB50638;PRJNA438286",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sitatunga","genus","Tragelaphus eurycerus",3.19,NA,"species",FALSE,TRUE,FALSE,2,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Bison bonasus","Bison bonasus",NA,"Bovinae","-","NEAR THREATENED",3,"F/F/-","Mammalia","Fibro/PBMc","x","x",NA,NA,NA,"Blood/Tissue",NA,"Bison_bonasus","9901","Bison europaeus","mBisBis","Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN02947321",7192658,NA,19971,NA,"2023-04-03",NA,NA,16319,4.8984375,4792200000,NA,NA,60,30,2,"PRJNA257088",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bison,European bison","genus","Bison bison",4.3,NA,"species",FALSE,TRUE,FALSE,3,3,2,1,0,TRUE,30,"Both",1,2,2,"Artiodactyla",TRUE
"Connochaetes gnou","Connochaetes gnou",NA,NA,"-","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Connochaetes_gnou","9927","Connochaetes gnou","mConTau","Connochaetes","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN08714482",366224,NA,70608,NA,"2019-06-24",NA,NA,16410,3.98046875,3853320000,NA,NA,58,29,2,"PRJNA438286",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Wildebeest,black wildebeest","genus","Connochaetes taurinus",1.32,NA,"species",FALSE,TRUE,FALSE,2,2,1,1,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Axis axis","Axis axis",NA,NA,"-","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Axis_axis","57737","Axis axis","mAxiPor","Axis","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN09386826",20764858,NA,172761,NA,"2018-11-20",NA,NA,16375,3.193359375,3168720000,NA,NA,66,33,2,"PRJNA475327",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spotted deer,chital","genus","Axis porcinus",3.19,NA,"species",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Capra pyrenaica hispanica","Capra pyrenaica","hispanica",NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X","X",NA,NA,"Tissue",NA,"Capra_pyrenaica","9923","Capra pyrenaica lusitanica","mCapAeg","Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMEA3146278;SAMN03282421",91317560,NA,19347,NA,"2015-04-24",88.2,NA,16625,3.234375,3163830000,NA,NA,60,30,2,"PRJEB3140;PRJEB7436;PRJNA261263",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spanish ibex","genus","Capra aegagrus",1.77,NA,"species",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
