"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","cell_barcode","wgs","rna_seq","x15","iucn","iPSC","animal_id","individual_id","lines_per_individual","status","superclass"
"Cercocebus  lunulatus","Cercocebus lunulatus",NA,"White-naped Mangabey","Cercopithecidae","QGH16-04193/: BARCELONA / 12808","CAPTIVE","M","Fibro","K","DNA","WGS","RNA",NA,"A102/A206/A306/A538","*A102/A206/A306/A538*","AX8915","BB1571","https://animaldiversity.org/accounts/Cercocebus_atys/","EN",FALSE,"A102","I_A102",3,TRUE,"Mammalia"
"Cercocebus  lunulatus","Cercocebus lunulatus",NA,"White-naped Mangabey","Cercopithecidae","QGH16-04193/: BARCELONA / 12808","CAPTIVE","M","Fibro","K","DNA","WGS","RNA",NA,"A102/A206/A306/A538","*A102/A206/A306/A538*","AX8915","BB1571","https://animaldiversity.org/accounts/Cercocebus_atys/","EN",FALSE,"A206","I_A102",3,TRUE,"Mammalia"
"Cercocebus  lunulatus","Cercocebus lunulatus",NA,"White-naped Mangabey","Cercopithecidae","QGH16-04193/: BARCELONA / 12808","CAPTIVE","M","Fibro","K","DNA","WGS","RNA",NA,"A102/A206/A306/A538","*A102/A206/A306/A538*","AX8915","BB1571","https://animaldiversity.org/accounts/Cercocebus_atys/","EN",FALSE,"A306","I_A102",3,TRUE,"Mammalia"
"Cercocebus  lunulatus","Cercocebus lunulatus",NA,"White-naped Mangabey","Cercopithecidae","4858688/JEREZ / MC2","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A241",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9531&lvl=3&lin=f&keep=1&srchmode=1&unlock","EN",FALSE,"A241","I_A241",1,FALSE,"Mammalia"
"Cercocebus  lunulatus","Cercocebus lunulatus",NA,"White-naped Mangabey","Cercopithecidae","QGH16-04293/BARCELONA / 12898","CAPTIVE","F","Fibro","DNA","SEQ",NA,NA,NA,"A369","*A369*","AX8908",NA,NA,"EN",FALSE,"A369","I_A369",1,TRUE,"Mammalia"
"Cercocebus  lunulatus","Cercocebus lunulatus",NA,"White-naped Mangabey","Cercopithecidae","QGH16-04243 / BARCELONA / 12855","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A622",NA,NA,NA,NA,"EN",FALSE,"A622","I_A622",1,TRUE,"Mammalia"
"Cercocebus torquatus","Cercocebus torquatus",NA,"Red-capped mangabey","Cercopithecidae","QGH14-02193/BARCELONA / 12333","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A183","*A183*","ABA23445","BB5570","https://www.iucnredlist.org/species/4201/154210757","EN",FALSE,"A183","I_A183",1,TRUE,"Mammalia"
"Cercocebus torquatus","Cercocebus torquatus",NA,"Red-capped mangabey","Cercopithecidae","5724123 Barcelona/9381","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A287","*A287*",NA,NA,"https://www.ncbi.nlm.nih.gov/search/all/?term=Cercocebus%20torquatus","EN",FALSE,"A287","I_A287",1,TRUE,"Mammalia"
"Lophocebus aterrimus","Lophocebus aterrimus",NA,"Black Mangabey","Cercopithecidae","QVG16-00005/ELCHE SAF / 1301","CAPTIVE","M","unclear",NA,NA,NA,NA,NA,"A154",NA,NA,NA,"https://www.iucnredlist.org/species/12310/166607638","VU",FALSE,"A154","I_A154",1,TRUE,"Mammalia"
"Lophocebus aterrimus","Lophocebus aterrimus",NA,"Black Mangabey","Cercopithecidae","MIG12-28090305/ELCHE SAF / 1337","CAPTIVE","F","unclear",NA,NA,NA,NA,NA,"A277",NA,NA,NA,"https://animaldiversity.org/accounts/Cercopithecus_wolfi/","VU",FALSE,"A277","I_A277",1,TRUE,"Mammalia"
"Lophocebus aterrimus","Lophocebus aterrimus",NA,"Black Mangabey","Cercopithecidae","QVG23-00403/ELCHE SAF / 1869","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A789",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","VU",FALSE,"A789","I_A789",1,TRUE,"Mammalia"
"Mandrillus sphinx","Mandrillus sphinx",NA,"Mandrill","Cercopithecidae","WKP21-01923/MN31","CAPTIVE","F","Fibro","DNA","RNA","K","WGS","Mandrillus sphinx A163","A163","*A163*","AX8919","BB5584","https://www.iucnredlist.org/species/12754/17952325","VU",TRUE,"A163","I_A163",1,TRUE,"Mammalia"
"Mandrillus sphinx","Mandrillus sphinx",NA,"Mandrill","Cercopithecidae","8425827/MADRIDZ/MN17","CAPTIVE","M","Fibro","DNA","RNA","WGS",NA,NA,"A339","*A339*","ABA23284",NA,"https://animaldiversity.org/accounts/Mandrillus_sphinx/","VU",FALSE,"A339","I_A339",1,TRUE,"Mammalia"
"Mandrillus sphinx","Mandrillus sphinx",NA,"Mandrill","Cercopithecidae","MIG12-29480735/MADRID Z / MN16","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A618",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","VU",FALSE,"A618","I_A618",1,TRUE,"Mammalia"
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,"Drill","Cercopithecidae","QGH13-01342","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A360","*A360*",NA,NA,"https://www.iucnredlist.org/species/12753/17952490","VU",FALSE,"A360","I_A360",1,TRUE,"Mammalia"
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,"Drill","Cercopithecidae","QGH14-02210","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A359","*A359*",NA,NA,NA,"VU",FALSE,"A359","I_A359",1,TRUE,"Mammalia"
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,"Drill","Cercopithecidae","MIG12-29591019/BARCELONA / 6329","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A381","*A381*",NA,NA,NA,"VU",FALSE,"A381","I_A381",1,TRUE,"Mammalia"
