"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","wgs_sequencing","rna_seq","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tolid_prefix","assembly_id","assembly_name","genbank_accession","refseq_accession","genus","family","order","class","phylum","kingdom","superkingdom","c_value","genome_size","genome_size_draft","contig_n50","gene_count","assembly_date","assembly_level","assembly_span","scaffold_n50","busco_completeness","chromosome_number","haploid_number","ploidy","sequencing_status","published","TOGA","common_name","genome_match","species_genome","divergence_mya_adj","taxon_id_ref","status","precomputed_age","adjusted_age","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","fibro2","to_process","order2","selected"
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes",NA,"I","ENDANGERED",9,"F/F/F/F/F/?/F/F/M","Mammalia","Fibro","X","X","X","X","X","X","Tissue/Blood",NA,"Pan_troglodytes","9598","Simia troglodytes",NA,NA,NA,NA,NA,"Pan","Hominidae","Primates","Mammalia","Chordata","Metazoa",NA,3.6953125,3613710000,NA,146288486,55892,"2024-12-09","Chromosome",3177739762,146288486,91.5,48,24,2,"insdc_open",NA,"not_in_toga","Central chimpanzee,Chimpanzee;chimpanzee","species","Pan troglodytes",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,9,10,10,0,2,TRUE,26,"Both",1,10,2,"Primates",TRUE
"Cercocebus lunulatus","Cercocebus lunulatus",NA,NA,"II","ENDANGERED",6,"-/F/M/F/F/F","Mammalia","Fibro","X","X","X","x","x",NA,NA,"Cercocebus lunulatus","Cercocebus_lunulatus","3074498","Cercocebus atys lunulatus;Cercocebus torquatus lunulatus",NA,NA,NA,NA,NA,"Cercocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,4.12109375,4029360000,NA,36497,NA,"2023-11-03","Scaffold",2754501585,36500,NA,42,21,2,NA,NA,"toga1/2",NA,"species","Cercocebus lunulatus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,6,8,8,0,0,TRUE,26,"Both",1,8,2,"Primates",TRUE
"Pongo pygmaeus","Pongo pygmaeus",NA,NA,"I","CRITICALLY ENDANGERED",3,"F/U/M","Mammalia","Fibro","X","X","X","x","x","X","Cell culture / Placenta/ombelical Cordon","Pongo pygmaeus pygmaeus","Pongo_pygmaeus","9600","Simia pygmaeus;Pongo pygmaeus ciochoni;Pongo pygmaeus devosi;Pongo pygmaeus fromageti;Pongo pygmaeus kahlkei",NA,NA,NA,NA,NA,"Pongo","Hominidae","Primates","Mammalia","Chordata","Metazoa",NA,3.66015625,3579480000,NA,140592248,NA,"2024-01-08","Chromosome",3220935163,143261986,93.9,48,24,2,"insdc_open",NA,"not_in_toga","Orangutan,Orangutan;Bornean orangutan","species","Pongo pygmaeus",1e-4,NA,NA,NA,NA,FALSE,TRUE,FALSE,3,3,3,0,1,TRUE,26,"Both",1,3,2,"Primates",FALSE
"Mandrillus sphinx","Mandrillus sphinx",NA,"Cercopithecinae","I","VULNERABLE",2,"F/M/F","Mammalia","Fibro","X","X","X","x","x",NA,"Tissue",NA,"Mandrillus_sphinx","9561","Papio sphinx;Simia sphinx;Maimon burlacei;Mandril sphinx;Mandrillus escherichi;Mandrillus hagenbecki;Mandrillus insularis;Mandrillus schreberi;Mandrillus tessmanni;Mandrillus zenkeri;Mandrillus zenkeri ebolowae;Papio mormon;Papio planirostris;Simia latidens;Simia madarogaster;Simia maimon;Simia mormon;Simia pennanti;Simia suilla",NA,NA,NA,NA,NA,"Mandrillus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,3.5,3423000000,NA,20999372,NA,"2022-06-17","Contig",2836346068,20999372,NA,42,21,2,"insdc_open",NA,"not_in_toga","Mandrill,Mandrill;mandrill","species","Mandrillus sphinx",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,3,3,0,1,TRUE,26,"Both",1,3,2,"Primates",FALSE
"Miopithecus ogouensis","Miopithecus ogouensis",NA,"Cercopithecinae","II","NEAR THREATENED",2,"U/F","Mammalia","Fibro",NA,"X","X","X","X","X","Tissue",NA,"Miopithecus_ogouensis","100488",NA,NA,NA,NA,NA,NA,"Miopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,3.669921875,3589260000,NA,39707,NA,"2023-11-02","Scaffold",2735347575,39714,NA,54,27,2,"insdc_open",NA,"toga1/2","Northern Talapoin Monkey,Gabon talapoin","species","Miopithecus ogouensis",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,1,1,0,1,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Eulemur fulvus","Eulemur fulvus",NA,NA,"I","VULNERABLE",2,"F/F","Mammalia","Fibro","X","X","X","x","X",NA,"Tissue",NA,"Eulemur_fulvus","13515","Lemur fulvus;Petterus fulvus;Eulemur fulvus fulvus;Eulemur fulvus sanfordi;Lemur bruneus;Lemur fulvus mayottensis;Lemur fulvus sanfordi;Lemur mayottensis",NA,NA,NA,NA,NA,"Eulemur","Lemuridae","Primates","Mammalia","Chordata","Metazoa",NA,3.35546875,3281190000,NA,28225,NA,"2023-10-30","Scaffold",2441052339,28225,58.2,48,24,2,"published","ZOONOMIA","toga1","Common brown lemur,Brown lemur;brown lemur","species","Eulemur fulvus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,26,"Both",1,2,2,"Primates",FALSE
"Cercopithecus neglectus","Cercopithecus neglectus",NA,"Cercopithecinae","II","LEAST CONCERN",2,"F/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Cercopithecus_neglectus","36227","Cercopithecus brazzae;Cercopithecus brazzae uellensis;Cercopithecus ezrae;Cercopithecus neglectus brazziformis",NA,NA,NA,NA,NA,"Cercopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,4.87109375,4762860000,NA,44010,NA,"2023-11-02","Scaffold",2733116764,44019,NA,58,29,2,"published","ZOONOMIA","not_in_toga","De Brazza’s Monkey,De Brazza's monkey","species","Cercopithecus neglectus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,26,"Both",1,2,2,"Primates",FALSE
"Cercocebus torquatus","Cercocebus torquatus",NA,NA,"II","ENDANGERED",2,"M/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Cercocebus_torquatus","9530","Simia torquata;Cercocebus collaris;Cercocebus crossi;Simia aethiops torquatus",NA,NA,NA,NA,NA,"Cercocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,4.8984375,4792200000,NA,37166,NA,"2023-11-03","Scaffold",2766409225,37166,NA,42,21,2,"insdc_open",NA,"toga1/2","Red-capped mangabey,Mangabey;collared mangabey","species","Cercocebus torquatus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,26,"Both",1,2,2,"Primates",FALSE
"Gorilla gorilla","Gorilla gorilla",NA,NA,"I","CRITICALLY ENDANGERED",4,"-/F/M/M","Mammalia","Fibro/PBMc","X","X","X","X","X","X","Blood/Tissue",NA,"Gorilla_gorilla","9593","Troglodytes gorilla",NA,NA,NA,NA,NA,"Gorilla","Hominidae","Primates","Mammalia","Chordata","Metazoa",NA,3.5703125,3491460000,NA,42091,NA,"2023-04-03","Contig",13651264,42091,NA,48,24,2,"insdc_open",NA,"not_in_toga","Western Gorilla,Gorilla;Western lowland gorilla;western gorilla","species","Gorilla gorilla",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,3,3,0,1,TRUE,26,"Both",1,3,2,"Primates",TRUE
"Papio cynocephalus","Papio cynocephalus",NA,NA,"II","LEAST CONCERN",3,"F/F/-","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Papio_cynocephalus","9556","Papio hamadryas cynocephalus;Simia cynocephalus",NA,NA,NA,NA,NA,"Papio","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,3.53515625,3457230000,NA,30627,NA,"2023-11-03","Scaffold",2743276708,30627,NA,42,21,2,"insdc_open",NA,"toga1/2","Yellow Baboon,Yellow baboon","species","Papio cynocephalus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,3,3,3,0,0,TRUE,26,"Both",1,3,2,"Primates",FALSE
"Hylobates muelleri","Hylobates muelleri",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Hylobates_muelleri","9588","Hylobates cinereus muelleri",NA,NA,NA,NA,NA,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa",NA,3.3203125,3246960000,NA,28001,NA,"2023-11-02","Scaffold",2683749953,28009,NA,44,22,2,"insdc_open",NA,"toga1/2","Bornean Gibbon,Mueller's Borneo gibbon","species","Hylobates muelleri",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,NA,"I","VULNERABLE",3,"F/F/F","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Mandrillus_leucophaeus","9568","Papio leucophaeus;Simia leucophaea;Cynocephalus leucophaeus;Simia uvea",NA,NA,NA,NA,NA,"Mandrillus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,3.5,3423000000,NA,31346,NA,"2015-03-12","Scaffold",3061992840,3186748,NA,42,21,2,"insdc_open",NA,"toga2","Drill,drill","species","Mandrillus leucophaeus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,3,3,0,0,TRUE,26,"Both",1,3,2,"Primates",FALSE
"Hylobates pileatus","Hylobates pileatus",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Hylobates_pileatus","9589","Hylobates lar pileatus",NA,NA,NA,NA,NA,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa",NA,3.240234375,3168720000,NA,17385161,NA,"2022-01-19","Chromosome",2851401333,131825309,NA,44,22,2,"insdc_open",NA,"toga2","Pileated Gibbon,pileated gibbon","species","Hylobates pileatus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Cebuella pygmaea","Cebuella pygmaea",NA,NA,"II","VULNERABLE",5,"U/F/F/F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Cebuella_pygmaea","9493","Callithrix pygmaea pygmaea;Callithrix pygmaea;Cebuella pygmaea pygmaea;Jacchus pygmaeus",NA,NA,NA,NA,NA,"Cebuella","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.48046875,3403440000,NA,35755,NA,"2023-11-02","Scaffold",2683481473,35755,NA,44,22,2,"insdc_open",NA,"toga1/2","Pygmy marmoset,Pygmy marmoset;pygmy marmoset","species","Cebuella pygmaea",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,5,5,5,0,0,TRUE,26,"Both",1,5,2,"Primates",TRUE
"Leontopithecus chrysomelas","Leontopithecus chrysomelas",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X","X",NA,"X",NA,"Tissue",NA,"Leontopithecus_chrysomelas","57374","Leontopithecus rosalia chrysomelas;Midas chrysomelas",NA,NA,NA,NA,NA,"Leontopithecus","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.455078125,3378990000,NA,30751,NA,"2023-11-02","Scaffold",2728986101,30751,NA,44,22,2,"insdc_open",NA,"toga2","Golden-headed lion tamarin,golden-headed lion tamarin","species","Leontopithecus chrysomelas",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Callimico goeldii","Callimico goeldii",NA,NA,"I","VULNERABLE",2,"M/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue (ear)",NA,"Callimico_goeldii","9495","Midas goeldii;Callimico snethlageri;Callithrix goeldii",NA,NA,NA,NA,NA,"Callimico","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.455078125,3378990000,NA,25257,NA,"2023-11-02","Scaffold",2684989308,25261,NA,44,22,2,"insdc_open",NA,"toga2","Goeldi's monke,Goeldi's marmoset","species","Callimico goeldii",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,26,"Both",1,2,2,"Primates",FALSE
"Saguinus midas","Saguinus midas",NA,NA,"II","LEAST CONCERN",2,"F/F","Mammalia","Fibro",NA,"X",NA,NA,NA,NA,"Skin",NA,"Saguinus_midas","30586","Simia midas;Cebus tamarin;Leontocebus midas egens;Leontopithecus midas;Midas rufimanus;Simia lacepedii",NA,NA,NA,NA,NA,"Saguinus","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.455078125,3378990000,NA,10987047,NA,"2022-01-19","Chromosome",2968536278,143273090,NA,44,22,2,"insdc_open",NA,"toga2","Red-handed tamarin,Midas tamarin","species","Saguinus midas",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,26,"Both",1,2,2,"Primates",FALSE
"Varecia variegata","Varecia variegata",NA,NA,NA,"CRITICALLY ENDANGERED",2,"F/M","Mammalia","Fibro",NA,"x",NA,NA,NA,NA,"Skin",NA,"Varecia_variegata","9455","Lemur macaco variegatus;Lemur variegatus",NA,NA,NA,NA,NA,"Varecia","Lemuridae","Primates","Mammalia","Chordata","Metazoa",NA,3.265625,3193170000,NA,40155,NA,"2023-02-10","Chromosome",2424021081,128811464,NA,46,23,2,"insdc_open",NA,"toga2","Black-and-white Ruffed Lemur,ruffed lemur","species","Varecia variegata",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,3,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Cercopithecus nictitans martini","Cercopithecus nictitans","martini",NA,"II","ENDANGERED",1,"F","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"skin/ear/traquea",NA,"Cercopithecus_nictitans","36228","Simia nictitans",NA,NA,NA,NA,NA,"Cercopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,4.3984375,4303200000,NA,31127,NA,"2023-11-02","Scaffold",2725310592,31132,NA,66,33,2,"insdc_open",NA,"toga1/2","Martin's putty-nosed guenon,White-nosed Guenon;white-nosed guenon","species","Cercopithecus nictitans",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Macaca sylvanus","Macaca sylvanus",NA,NA,"I","ENDANGERED",2,"M/F","Mammalia","Fibro",NA,"x","x","X","X",NA,"Tissue",NA,"Macaca_sylvanus","9546","Simia sylvanus;Inuus ecaudatus;Pithecus pygmaeus;Simia inuus;Simia pithecus",NA,NA,NA,NA,NA,"Macaca","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa",NA,3.5,3423000000,NA,162126771,21276,"2024-09-18","Complete Genome",2946827162,162126771,NA,42,21,2,"insdc_open",NA,"toga2","Barbary macaque,Barbary ape","genus","Macaca fascicularis",6.193845,"9541","OK",6.193845,6.19384,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,26,"Both",1,2,2,"Primates",FALSE
"Hylobates lar","Hylobates lar",NA,NA,"I","ENDANGERED",2,"M/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Hylobates_lar","9580","Homo lar",NA,NA,NA,NA,NA,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa",NA,3.0859375,3017130000,NA,17385161,NA,"2022-01-19","Chromosome",2851401333,131825309,NA,44,22,2,"insdc_open",NA,"toga2","White-handed Gibbon,White-handed gibbon","genus","Hylobates pileatus",4.059,"9589","OK",4.059,0,FALSE,TRUE,TRUE,2,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Antilopinae","I","CRITICALLY ENDANGERED",20,"F/F/F/F/F/F/F/F/M/M/U/F/F/U/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"blood/placenta/ombelical cord","Nanger Dama","Nanger_dama","67940","Gazella dama;Antilope dama",NA,NA,NA,NA,NA,"Nanger","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.48046875,3403440000,NA,37125998,NA,"2021-11-18","Scaffold",2695171530,37125998,NA,37,15,2,"insdc_open",NA,"toga1/2","Dama Gazelle,Dama gazelle","species","Nanger dama",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,21,10,10,0,0,TRUE,34,"Both",1,10,2,"Artiodactyla",TRUE
"Aepyceros melampus","Aepyceros melampus",NA,"Aepycerotinae","-","LEAST CONCERN",8,"U/M/M/F/M/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue (ear)",NA,"Aepyceros_melampus","9897","Antilope melampus",NA,NA,NA,NA,NA,"Aepyceros","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,4.69140625,4586820000,NA,82459,NA,"2019-06-24","Scaffold",2631303056,344542,72.2,60,30,2,"insdc_open",NA,"not_in_toga","Impala,Impala;impala","species","Aepyceros melampus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,8,6,6,0,0,TRUE,34,"Both",1,6,2,"Artiodactyla",TRUE
"Hexaprotodon liberiensis","Hexaprotodon liberiensis",NA,NA,"II","ENDANGERED",1,"F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue (skin)","Choeropsis liberiensis","Hexaprotodon_liberiensis","56798","Choeropsis liberiensis;Hippopotamus liberiensis",NA,NA,NA,NA,NA,"Hexaprotodon","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.189453125,3041580000,NA,20244513,NA,"2022-04-22","Chromosome",2374626208,142594368,NA,36,18,2,"insdc_open",NA,"toga2","Pygmi Hippopotamus,pygmy hippopotamus","species","Hexaprotodon liberiensis",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Caprinae","II","VULNERABLE",7,"M/U/M/U/?/F/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Ammotragus_lervia","9899","Antilope lervia",NA,NA,NA,NA,NA,"Ammotragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.267578125,3195615000,NA,52017,NA,"2023-04-03","Scaffold",2650836958,1301762,94.3,58,29,2,"insdc_open",NA,"not_in_toga","Barbary Sheep,aoudad","species","Ammotragus lervia",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,7,5,5,0,0,TRUE,34,"Both",1,5,2,"Artiodactyla",TRUE
"Oryx gazella","Oryx gazella",NA,"Antilopinae","-","LEAST CONCERN",1,"U","Mammalia","Fibro","X","X",NA,NA,"X",NA,"Tissue",NA,"Oryx_gazella","9958","Capra gazella",NA,NA,NA,NA,NA,"Oryx","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.98046875,3892440000,NA,19498,NA,"2018-12-14","Scaffold",2762920344,1579191,NA,56,28,2,"insdc_open",NA,"not_in_toga","Gemsbok,gemsbok","species","Oryx gazella",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Giraffa camelopardalis","Giraffa camelopardalis",NA,NA,"II","VULNERABLE",2,"F/F","Mammalia","Fibro","X","X","X","X","X",NA,NA,NA,"Giraffa_camelopardalis","9894","Cervus camelopardalis",NA,NA,NA,NA,NA,"Giraffa","Giraffidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.76953125,2709060000,NA,25056,NA,"2023-04-03","Scaffold",2473180627,3153258,NA,30,15,2,"insdc_open",NA,"not_in_toga","Cameleopardis giraffe,Giraffe;Reticulated giraffe;giraffe","species","Giraffa camelopardalis",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Lama guanicoe","Lama guanicoe",NA,NA,"II","LEAST CONCERN",4,"F/F/-/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,NA,NA,"Lama_guanicoe","9840","Lama guanicoe guanaco",NA,NA,NA,NA,NA,"Lama","Camelidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.2109375,3139380000,NA,343812,NA,"2023-04-03","Scaffold",2050533365,14786206,NA,74,37,2,"insdc_open",NA,"toga1/2","Guanaco","species","Lama guanicoe",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,3,3,0,0,TRUE,34,"Both",1,3,2,"Artiodactyla",TRUE
"Connochaetes taurinus","Connochaetes taurinus",NA,"Alcelaphinae","-","LEAST CONCERN",1,"M","Mammalia","Fibro/PBMc","X","X",NA,"X","X",NA,NA,NA,"Connochaetes_taurinus","9927","Antilope taurina;Gorgon taurinus",NA,NA,NA,NA,NA,"Connochaetes","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.98046875,3853320000,NA,70608,NA,"2019-06-24","Scaffold",2644042816,366224,NA,58,29,2,"insdc_open",NA,"not_in_toga","Ble Wildebeest,brindled gnu","species","Connochaetes taurinus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Tragelaphus spekii","Tragelaphus spekii",NA,"Bovinae","III?","LEAST CONCERN",2,"-/-","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue (placenta/ombelical cordon)",NA,"Tragelaphus_spekii","69298",NA,NA,NA,NA,NA,NA,"Tragelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.939453125,3853320000,NA,9477,NA,"2023-04-03","Scaffold",3725951127,46427,NA,30,15,2,"insdc_open",NA,"toga1/2","Sitatunga","species","Tragelaphus spekii",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Bison bonasus","Bison bonasus",NA,"Bovinae","-","NEAR THREATENED",3,"F/F/-","Mammalia","Fibro/PBMc","x","x","x","x","x",NA,"Blood/Tissue",NA,"Bison_bonasus","9902","Bison bison bonasus;Bos bonasus;Bison europaeus",NA,NA,NA,NA,NA,"Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,4.8984375,4792200000,NA,91242619,NA,"2023-12-17","Scaffold",3071717034,104743180,NA,60,30,2,"insdc_open",NA,"toga1/2","Bison,European bison","species","Bison bonasus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,3,3,2,1,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Camelus bactrianus","Camelus bactrianus",NA,NA,"I","CRITICALLY ENDANGERED",2,"M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Camelus_bactrianus","9837",NA,NA,NA,NA,NA,NA,"Camelus","Camelidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.634765625,2577030000,NA,54723239,NA,"2025-03-21","Chromosome",2233274087,79915242,92.3,74,35,2,"insdc_open",NA,"toga1","Bactrian Camel,Bactrian camel;Two-humped camel","species","Camelus bactrianus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Tragelaphus eurycerus","Tragelaphus eurycerus",NA,NA,"III","NEAR THREATENED",2,"F/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Tragelaphus_eurycerus","69297","Tragelaphus euryceros;Antilope eurycerus",NA,NA,NA,NA,NA,"Tragelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.939453125,3853320000,NA,21206903,NA,"2022-03-28","Contig",2845610798,21206903,NA,30,15,2,"insdc_open",NA,"toga1/2","Bongo,bongo","species","Tragelaphus eurycerus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Sus scrofa","Sus scrofa",NA,"Suinae","I/II","LEAST CONCERN",2,"F/F","Mammalia","Fibro",NA,"x","x","x","x",NA,"Tissue",NA,"Sus_scrofa","9823","Sus attila;Sus baeticus;Sus castilianus;Sus celtica;Sus continentalis;Sus domesticus;Sus europaeus;Sus sardous;Sus setosus",NA,NA,NA,NA,NA,"Sus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.94921875,2885100000,NA,48231277,NA,"2017-02-07","Chromosome",2501895775,88231837,NA,36,18,2,"insdc_open",NA,"toga2","Wild boar,pig","species","Sus scrofa",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Oryx dammah","Oryx dammah",NA,"Antilopinae","I","EXTINCT IN THE WILD",3,"F/F/M","Mammalia","Fibro","X","X","X","x","X","X","Tissue",NA,"Oryx_dammah","59534","Antilope dammah",NA,NA,NA,NA,NA,"Oryx","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.98046875,3892440000,NA,374342,NA,"2020-09-25","Scaffold",2707165964,100398400,NA,57,28,2,"insdc_open",NA,"not_in_toga","Scimitar-horned Oryx,scimitar-horned oryx","species","Oryx dammah",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,1,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Rangifer tarandus","Rangifer tarandus",NA,NA,"-","VULNERABLE",4,"F/M/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue/ovaries",NA,"Rangifer_tarandus","9870","Cervus tarandus;Cervus tarandus arctica;Rangifer arcticus;Rangifer muscatinensis;Rangifer spitzbergensis;Rangifer tarandus platyrhynchos",NA,NA,NA,NA,NA,"Rangifer","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.41015625,3334980000,NA,146778,NA,"2023-09-04","Scaffold",2832403223,69738971,NA,70,35,2,"published","ZOONOMIA","toga1","Reindeer,Reindeer, caribou;reindeer","species","Rangifer tarandus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,4,4,0,0,TRUE,34,"Both",1,4,2,"Artiodactyla",TRUE
"Capra hircus","Capra hircus",NA,NA,"-","NA",4,"F/M/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Capra_hircus","9925","Capra aegagrus hircus",NA,NA,NA,NA,NA,"Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.240234375,3168720000,NA,26244591,20740,"2016-08-24","Chromosome",2922600443,87277232,NA,60,30,2,"insdc_open",NA,"toga2","Domestic goat,Domestic goat;goat","species","Capra hircus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",TRUE
