"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","karyotype","sample_id","animal_ID","line2","line3","cnag_id","iucn","superclass","status","iPSC","species_short","link","dna","karyo","rna","seq"
"Dacelo novaeguineae","Dacelo novaeguineae",NA,"Laughing kookaburra","Alcedinidae","MIG12-28802202/BARCELONA / 12619","CAPTIVE","F","Primary",NA,"Dac_Nov_1","A407",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Dac_Nov",NA,FALSE,FALSE,FALSE,FALSE
"Dromaius novaehollandiae","Dromaius novaehollandiae",NA,"Common Emu","Casuariidae","27919533/MADRID Z / EMU10","UNKNOWN","U","Primary",NA,"Dro_Nov_1","A158",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Dro_Nov","https://www.iucnredlist.org/species/22678117/131902466",FALSE,FALSE,FALSE,FALSE
"Phoenicopterus roseus","Phoenicopterus roseus",NA,"Greater Flamingo","Phoenicopteriformes","FRW21-01235/JEREZ / FL30","CAPTIVE","F","Primary",NA,"Pho_Ros_1","A181",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pho_Ros","https://www.iucnredlist.org/fr/species/22697360/155527405",FALSE,FALSE,FALSE,FALSE
"Phoenicopterus ruber","Phoenicopterus ruber",NA,"American flamingo","Phoenicopteriformes","27917629/MADRID Z / FLR32","CAPTIVE","M","Primary",NA,"Pho_Rub_1","A231",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pho_Rub",NA,FALSE,FALSE,FALSE,FALSE
"Phoenicopterus ruber","Phoenicopterus ruber",NA,"American flamingo","Phoenicopteriformes","ap22-00215","CAPTIVE",NA,"Primary",NA,"Pho_Rub_2","A358",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pho_Rub",NA,FALSE,FALSE,FALSE,FALSE
"Haliaeetus leucocephalus","Haliaeetus leucocephalus",NA,"Bald Eagle","Accipitridae","2.7918336E7","CAPTIVE","M","Fibro",NA,"Hal_Leu_1","A250",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Hal_Leu",NA,FALSE,FALSE,FALSE,FALSE
"Colius striatus","Colius striatus",NA,"Speckled Mousebird","Coliidae","QGH21-05850","CAPTIVE","U","Primary",NA,"Col_Str_1","A243",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Col_Str","https://www.iucnredlist.org/species/22683776/93000568",FALSE,FALSE,FALSE,FALSE
"Colius striatus","Colius striatus",NA,"Speckled Mousebird","Coliidae","QGH14-02099/BARCELONA / 12241","CAPTIVE","M","Fibro",NA,"Col_Str_2","A323",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Col_Str",NA,FALSE,FALSE,FALSE,FALSE
"Eurypyga helias","Eurypyga helias",NA,"Sunbittern","Eurypygidae","TPC14-02438/BARCELONA / 12461","CAPTIVE","F","Primary",NA,"Eur_Hel_1","A257",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Eur_Hel",NA,FALSE,FALSE,FALSE,FALSE
"Musophaga violacea","Musophaga violacea",NA,"Violet turaco","Musophagidae","NGK18-00247","CAPTIVE","M","Primary",NA,"Mus_Vio_1","A261",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Mus_Vio","https://www.iucnredlist.org/species/22688387/93195573",FALSE,FALSE,FALSE,FALSE
"Gallus gallus domestic","Gallus gallus","domestic","Domestic chicken","Phasianidae","WKP15-00483","CAPTIVE","M","Fibro",NA,"Gal_Gal_1","A297",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Gal_Gal",NA,TRUE,FALSE,FALSE,FALSE
"Lophura edwardsi","Lophura edwardsi",NA,"Vietnam pheasant","Phasianidae","QGH22-06035/BARCELONA / 14079","CAPTIVE","U","Fibro",NA,"Lop_Edw_1","A325",NA,NA,NA,"CR","Birds",TRUE,FALSE,"Lop_Edw","https://www.iucnredlist.org/species/45354985/129928203",TRUE,FALSE,FALSE,FALSE
"Polyplectron napoleonis","Polyplectron napoleonis",NA,"Palawan peacock pheasant","Phasianidae","QGH16-04017","CAPTIVE","F","Fibro",NA,"Pol_Nap_1","A330",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Pol_Nap","https://www.iucnredlist.org/species/22679398/132051467",TRUE,FALSE,FALSE,FALSE
"Polyplectron napoleonis","Polyplectron napoleonis",NA,"Palawan peacock pheasant","Phasianidae","MIG12-28325583/BARCELONA / 6405","CAPTIVE","M","Fibro",NA,"Pol_Nap_2","A421",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Pol_Nap",NA,TRUE,FALSE,FALSE,FALSE
"Pavo cristatus","Pavo cristatus",NA,"Indian Peafowl","Phasianidae",NA,"UNKNOWN","U","Fibro",NA,"Pav_Cri_1","A483",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Pav_Cri","https://www.iucnredlist.org/species/22679435/92814454",FALSE,FALSE,FALSE,FALSE
"Pavo cristatus","Pavo cristatus",NA,"Indian Peafowl","Phasianidae",NA,NA,NA,"Fibro",NA,"Pav_Cri_2","A517",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Pav_Cri",NA,FALSE,FALSE,FALSE,FALSE
"Bucorvus leadbeateri","Bucorvus leadbeateri",NA,"Southern ground hornbill","Bucorvidae","QGH22-06111","CAPTIVE","U","Fibro",NA,"Buc_Lea_1","A344",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Buc_Lea","https://www.iucnredlist.org/species/22682638/92955067",FALSE,FALSE,FALSE,FALSE
"Jacana jacana","Jacana jacana",NA,"Wattled jacana","Jacanidae","QGH13-00872","WILD","M","Fibro",NA,"Jac_Jac_1","A346",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Jac_Jac","https://www.iucnredlist.org/species/22693553/163616643",FALSE,FALSE,FALSE,FALSE
"Otus scops scops","Otus scops","scops","Eurasian scops owl","Strigidae","MIG12-28179259","CAPTIVE","M","Primary",NA,"Otu_Sco_1","A24",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Otu_Sco","https://www.iucnredlist.org/species/155019854/155020110",FALSE,FALSE,FALSE,FALSE
"Otus scops scops","Otus scops","scops","Eurasian scops owl","Strigidae","2.5996946E7","CAPTIVE","F","Primary",NA,"Otu_Sco_2","A319",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Otu_Sco","https://www.gbif.org/species/7060344",FALSE,FALSE,FALSE,FALSE
"Otus scops scops","Otus scops","scops","Eurasian scops owl","Strigidae","MIG12-28179174/BARCELONA / 10914","CAPTIVE","M","Primary",NA,"Otu_Sco_3","A449",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Otu_Sco",NA,FALSE,FALSE,FALSE,FALSE
"Tyto alba","Tyto alba",NA,"Common Barn-owl","Tytonidae","27918191/MADRID Z / LCH32","CAPTIVE","M","Fibro",NA,"Tyt_Alb_1","A232",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Tyt_Alb","https://www.iucnredlist.org/species/22688504/155542941",FALSE,FALSE,FALSE,FALSE
"Bubo scandiacus","Bubo scandiacus",NA,"Snowy Owl","Strigidae","24865002/MADRID Z / BUN2","CAPTIVE","M","Primary",NA,"Bub_Sca_1","A177",NA,NA,NA,"VU","Birds",FALSE,FALSE,"Bub_Sca","https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=686683#null",FALSE,FALSE,FALSE,FALSE
"Strix aluco","Strix aluco",NA,"Tawny Owl","Strigidae",NA,NA,NA,"Primary",NA,"Str_Alu_1","A256",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Str_Alu",NA,FALSE,FALSE,FALSE,FALSE
"Tauraco erythrolophus","Tauraco erythrolophus",NA,"Red-crested turaco","Musophagidae","TRC15-00347/BARCELONA / 12900","CAPTIVE","F","Primary",NA,"Tau_Ery_1","A371",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Tau_Ery",NA,FALSE,FALSE,FALSE,FALSE
"Tauraco leucotis","Tauraco leucotis",NA,"White-cheeked turaco","Musophagidae","WKP13-00227/MADRID Z / TURA3","CAPTIVE","F","Primary",NA,"Tau_Leu_1","A372",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Tau_Leu","https://www.iucnredlist.org/species/22688355/95213742",FALSE,FALSE,FALSE,FALSE
"Falco naumanni","Falco naumanni",NA,"Lesser Kestrel","Falconidae","WKP22-01969/MADRID Z / CEP38","CAPTIVE","F","Primary",NA,"Fal_Nau_1","A387",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Fal_Nau","https://www.iucnredlist.org/species/22696357/205768513",FALSE,FALSE,FALSE,FALSE
"Falco naumanni","Falco naumanni",NA,"Lesser Kestrel","Falconidae","WKP22-01966/MADRID Z / CEP35","CAPTIVE","F","Primary",NA,"Fal_Nau_2","A455",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Fal_Nau",NA,FALSE,FALSE,FALSE,FALSE
"Ramphastos toco","Ramphastos toco",NA,"Toco toucan","Ramphastidae","VMT19-40119/MADRID Z / TC7","CAPTIVE","M","Fibro",NA,"Ram_Toc_1","A435",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Ram_Toc",NA,TRUE,FALSE,FALSE,FALSE
"Parabuteo unicinctus","Parabuteo unicinctus",NA,"Harris' hawk/bay-winged hawk","Accipitridae","27920118/MADRID Z / HHA1","CAPTIVE","U","Primary",NA,"Par_Uni_1","A477",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Par_Uni","https://www.iucnredlist.org/species/22695838/93529685",FALSE,FALSE,FALSE,FALSE
"Accipiter gentilis","Accipiter gentilis",NA,"Northern Goshawk","Accipitridae",NA,NA,NA,"Primary",NA,"Acc_Gen_1","A320",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Acc_Gen","https://www.iucnredlist.org/species/22695683/198505113",FALSE,FALSE,FALSE,FALSE
"Accipiter gentilis","Accipiter gentilis",NA,"Northern Goshawk","Accipitridae","CRAS83/22",NA,NA,"Primary",NA,"Acc_Gen_2",NA,NA,NA,NA,"LC","Birds",FALSE,FALSE,"Acc_Gen",NA,FALSE,FALSE,FALSE,FALSE
"Casuarius casuarius","Casuarius casuarius",NA,"Southern cassowary","Casuariidae","MIG12-28433325/MADRID Z / CAS6","CAPTIVE","M","Fibro",NA,"Cas_Cas_1","A500",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Cas_Cas","https://www.iucnredlist.org/species/22678108/131902050",FALSE,FALSE,TRUE,FALSE
"Rhea americana","Rhea americana",NA,"Greater rhea","Rheidae","QGL17-00566/MADRID Z / RH18","CAPTIVE","F","Fibro",NA,"Rhe_Ame_1","A513",NA,NA,NA,"NT","Birds",TRUE,FALSE,"Rhe_Ame","https://www.iucnredlist.org/species/22678073/219615764",FALSE,FALSE,FALSE,FALSE
"Pelecanus crispus","Pelecanus crispus",NA,"Dalmatian pelican","Pelecanidae","25328800/ BARCELONA / 2299","CAPTIVE","M","Fibro",NA,"Pel_Cri_1","A502",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Pel_Cri","https://www.iucnredlist.org/species/22697599/122838534",TRUE,FALSE,FALSE,FALSE
"Trachyphonus erythrocephalus","Trachyphonus erythrocephalus",NA,"Red-and-yellow barbet","Lybiidae","DKL21-06992/BARCELONA / 14024","CAPTIVE","F","Primary",NA,"Tra_Ery_1","A516",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Tra_Ery","https://www.iucnredlist.org/species/22681889/92924667",FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH20-05342/13650","CAPTIVE","M","Fibro",NA,"Nan_Dam_1","A216","A207",NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","11268.0",NA,NA,"Fibro","Nanger Dama Mohr a85","Nan_Dam_2","A85",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam","https://www.iucnredlist.org/species/8968/50186128",TRUE,TRUE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH19-05159","CAPTIVE","F","Primary",NA,"Nan_Dam_3","A20",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=67940",FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH19-05123","CAPTIVE","F","Fibro",NA,"Nan_Dam_4","A19",NA,NA,"ORGONE_02","CR","Mammalia",TRUE,FALSE,"Nan_Dam","https://animaldiversity.org/accounts/Nanger_dama/",TRUE,FALSE,FALSE,TRUE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29591142/BARCELONA / 11341","CAPTIVE","F","Primary",NA,"Nan_Dam_5","A156","A405",NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-28152170/BARCELONA13063","CAPTIVE","M","Fibro","Nanger Dama Mhorr A171","Nan_Dam_6","A171",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam",NA,FALSE,TRUE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","13640/ZIMS?","CAPTIVE",NA,"Fibro",NA,"Nan_Dam_7","A215",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH22-06087","CAPTIVE",NA,"Primary",NA,"Nan_Dam_8","A334",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH22-06088","CAPTIVE","F","Primary",NA,"Nan_Dam_9","A335",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29854099/MADRID Z / GAD26","CAPTIVE","F","Primary",NA,"Nan_Dam_10","A393",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH16-04153/barcelona/12778","CAPTIVE","F","Primary",NA,"Nan_Dam_11","A397",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH17-04511/barcelona/12963","CAPTIVE","F","Primary",NA,"Nan_Dam_12","A398",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae",NA,NA,NA,"Fibro","Nanger Dama Mhorr A9","Nan_Dam_13","A9",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam",NA,TRUE,TRUE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29320182/ BARCELONA / 11263","CAPTIVE","F","Primary",NA,"Nan_Dam_14","A447",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","ALM20-00023/: ELCHE SAF / 1789","CAPTIVE","F","Fibro",NA,"Nan_Dam_15","A468",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam",NA,TRUE,FALSE,TRUE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435084/BARCELONA11047","CAPTIVE","M","Fibro","Gazella Dorcas A18","Gaz_Dor_1","A18",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor",NA,FALSE,TRUE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","WKP15-00424/BARCELONA13589","CAPTIVE","M","Fibro","Gazella Dorcas A148","Gaz_Dor_2","A148",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor","https://www.iucnredlist.org/species/8969/50186334",FALSE,TRUE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","WKP19-01761/MADRID Z / GD142","CAPTIVE","F","Primary",NA,"Gaz_Dor_3",NA,NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=37751",FALSE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","FRW18-00814/JEREZ / GDO333","CAPTIVE","F","Primary",NA,"Gaz_Dor_4","A96",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","https://animaldiversity.org/accounts/Gazella_dorcas/",FALSE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH18-04728/BARCELONA13096","CAPTIVE","M","Primary",NA,"Gaz_Dor_5",NA,NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH16-04140","CAPTIVE","M","Fibro",NA,"Gaz_Dor_6","A283",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435079","CAPTIVE","F","Fibro",NA,"Gaz_Dor_7","A21",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor",NA,TRUE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH18-04728/BARCELONA / 13096","CAPTIVE","M","Fibro","Gazella Dorcas A167","Gaz_Dor_8","A167",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor",NA,FALSE,TRUE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH2306333-IA","CAPTIVE","U","Primary",NA,"Gaz_Dor_9","A456",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH23-06339/BARCELONA / 14280","CAPTIVE","F","Fibro",NA,"Gaz_Dor_10","A465",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae",NA,NA,NA,"Primary",NA,"Gaz_Dor_11","A523",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH21-05797","CAPTIVE","U","Primary",NA,"Aep_Mel_1","A166",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Aep_Mel",NA,FALSE,FALSE,FALSE,FALSE
